JobFolder;;;;;;;;;;;;;;;;;;;;;;;
Line12;1;NXT12;9;0;;;;;Variable;'16;91016;;;;;;;;;;;0;
Line12;1;NXT12;9;0;;;;;Variable;'17;91017;;;;;;;;;;;0;
Line12;1;NXT12;9;0;;;;;Variable;'18;91018;;;;;;;;;;;0;
Line12;1;NXT12;9;0;;;1501-5024M0-105A;KT-0800F-180;Fixed;'19;91019;C:\Users\pc\Desktop\DONGLE-DUAL;;;;;;;;;;;
Line12;1;NXT12;9;0;;;1111-432905-001A;KT-0800F-180;Fixed;'20;91020;C:\Users\pc\Desktop\DONGLE-DUAL;;;;;;;;;;;
Line12;1;NXT12;9;0;;;1301-A5B226-M50A;KT-0800F-180;Fixed;'21;91021;C:\Users\pc\Desktop\DONGLE-DUAL;;;;;;;;;;;
Line12;1;NXT12;9;0;;;1501-4R04D3-101A;KT-0800F-180;Fixed;'22;91022;C:\Users\pc\Desktop\DONGLE-DUAL;;;;;;;;;;;
Line12;1;NXT12;9;0;;;;;Variable;'23;91023;;;;;;;;;;;0;
Line12;1;NXT12;9;0;;;1201-AB7500-J10A;KT-0800F-180;Fixed;'24;91024;C:\Users\pc\Desktop\DONGLE-DUAL;;;;;;;;;;;
Line12;1;NXT12;9;0;;;1119-4E3417-001A;KT-0800F-180;Fixed;'25;91025;C:\Users\pc\Desktop\DONGLE-DUAL;;;;;;;;;;;
Line12;1;NXT12;9;0;;;1301-A4B226-M50A;KT-0800F-180;Fixed;'26;91026;C:\Users\pc\Desktop\DONGLE-DUAL;;;;;;;;;;;
Line12;1;NXT12;9;0;;;1201-AC0000-J10A;KT-0800F-180;Fixed;'27;91027;C:\Users\pc\Desktop\DONGLE-DUAL;;;;;;;;;;;
Line12;1;NXT12;9;0;;;;;Variable;'28;91028;;;;;;;;;;;0;
Line12;1;NXT12;9;0;;;;;Variable;'29;91029;;;;;;;;;;;0;
Line12;1;NXT12;9;0;;;;;Variable;'30;91030;;;;;;;;;;;0;
Line12;1;NXT12;9;0;;;;;Variable;'31;91031;;;;;;;;;;;0;
Line12;1;NXT12;9;0;;;;;Variable;'32;91032;;;;;;;;;;;0;
Line12;1;NXT12;9;0;;;;;Variable;'33;91033;;;;;;;;;;;0;
Line12;1;NXT12;9;0;;;;;Variable;'34;91034;;;;;;;;;;;0;
Line12;1;NXT12;9;0;;;;;Variable;'35;91035;;;;;;;;;;;0;
Line12;1;NXT12;9;0;;;;;Variable;'36;91036;;;;;;;;;;;0;
Line12;1;NXT12;9;0;;;;;Variable;'37;91037;;;;;;;;;;;0;
Line12;1;NXT12;9;0;;;;;Variable;'38;91038;;;;;;;;;;;0;
Line12;1;NXT12;9;0;;;;;Variable;'39;91039;;;;;;;;;;;0;
Line12;1;NXT12;9;0;;;;;Variable;'40;91040;;;;;;;;;;;0;
Line12;1;NXT12;9;0;;;;;Variable;'41;91041;;;;;;;;;;;0;
Line12;1;NXT12;9;0;;;;;Variable;'42;91042;;;;;;;;;;;0;
Line12;1;NXT12;9;0;;;;;Variable;'43;91043;;;;;;;;;;;0;
Line12;1;NXT12;9;0;;;;;Variable;'44;91044;;;;;;;;;;;0;
Line12;1;NXT12;9;0;;;;;Variable;'45;91045;;;;;;;;;;;0;
Line12;1;NXT12;10;0;;;;;Variable;'01;101001;;;;;;;;;;;0;
Line12;1;NXT12;10;0;;;;;Variable;'02;101002;;;;;;;;;;;0;
Line12;1;NXT12;10;0;;;;;Variable;'03;101003;;;;;;;;;;;0;
Line12;1;NXT12;10;0;;;;;Variable;'04;101004;;;;;;;;;;;0;
Line12;1;NXT12;10;0;;;;;Variable;'05;101005;;;;;;;;;;;0;
Line12;1;NXT12;10;0;;;;;Variable;'06;101006;;;;;;;;;;;0;
Line12;1;NXT12;10;0;;;;;Variable;'07;101007;;;;;;;;;;;0;
Line12;1;NXT12;10;0;;;;;Variable;'08;101008;;;;;;;;;;;0;
Line12;1;NXT12;10;0;;;;;Variable;'09;101009;;;;;;;;;;;0;
Line12;1;NXT12;10;0;;;;;Variable;'10;101010;;;;;;;;;;;0;
Line12;1;NXT12;10;0;;;;;Variable;'11;101011;;;;;;;;;;;0;
Line12;1;NXT12;10;0;;;;;Variable;'12;101012;;;;;;;;;;;0;
Line12;1;NXT12;10;0;;;;;Variable;'13;101013;;;;;;;;;;;0;
Line12;1;NXT12;10;0;;;;;Variable;'14;101014;;;;;;;;;;;0;
Line12;1;NXT12;10;0;;;;;Variable;'15;101015;;;;;;;;;;;0;
Line12;1;NXT12;10;0;;;;;Variable;'16;101016;;;;;;;;;;;0;
Line12;1;NXT12;10;0;;;;;Variable;'17;101017;;;;;;;;;;;0;
Line12;1;NXT12;10;0;;;;;Variable;'18;101018;;;;;;;;;;;0;
Line12;1;NXT12;10;0;;;;;Variable;'19;101019;;;;;;;;;;;0;
Line12;1;NXT12;10;0;;;;;Variable;'20;101020;;;;;;;;;;;0;
Line12;1;NXT12;10;0;;;2603-C000022-116A;KT-2400-380;Fixed;'21;101021;C:\Users\pc\Desktop\DONGLE-DUAL;;;;;;;;;;;
Line12;1;NXT12;10;0;;;;;Variable;'22;101022;;;;;;;;;;;0;
Line12;1;NXT12;10;0;;;;;Variable;'23;101023;;;;;;;;;;;0;
Line12;1;NXT12;10;0;;;2603-C00004-105A;KT-1600F-380;Fixed;'24;101024;C:\Users\pc\Desktop\DONGLE-DUAL;;;;;;;;;;;
Line12;1;NXT12;10;0;;;;;Variable;'25;101025;;;;;;;;;;;0;
Line12;1;NXT12;10;0;;;;;Variable;'26;101026;;;;;;;;;;;0;
Line12;1;NXT12;10;0;;;2501-1H1102-101A;KT-2400-380;Fixed;'27;101027;C:\Users\pc\Desktop\DONGLE-DUAL;;;;;;;;;;;
Line12;1;NXT12;10;0;;;;;Variable;'28;101028;;;;;;;;;;;0;
Line12;1;NXT12;10;0;;;;;Variable;'29;101029;;;;;;;;;;;0;
Line12;1;NXT12;10;0;;;;;Variable;'30;101030;;;;;;;;;;;0;
Line12;1;NXT12;10;0;;;2622-100001-104A;KT-1200F-180;Fixed;'31;101031;C:\Users\pc\Desktop\DONGLE-DUAL;;;;;;;;;;;
Line12;1;NXT12;10;0;;;;;Variable;'32;101032;;;;;;;;;;;0;
Line12;1;NXT12;10;0;;;;;Variable;'33;101033;;;;;;;;;;;0;
Line12;1;NXT12;10;0;;;;;Variable;'34;101034;;;;;;;;;;;0;
Line12;1;NXT12;10;0;;;;;Variable;'35;101035;;;;;;;;;;;0;
Line12;1;NXT12;10;0;;;;;Variable;'36;101036;;;;;;;;;;;0;
Line12;1;NXT12;10;0;;;;;Variable;'37;101037;;;;;;;;;;;0;
Line12;1;NXT12;10;0;;;;;Variable;'38;101038;;;;;;;;;;;0;
Line12;1;NXT12;10;0;;;;;Variable;'39;101039;;;;;;;;;;;0;
Line12;1;NXT12;10;0;;;;;Variable;'40;101040;;;;;;;;;;;0;
Line12;1;NXT12;10;0;;;;;Variable;'41;101041;;;;;;;;;;;0;
Line12;1;NXT12;10;0;;;;;Variable;'42;101042;;;;;;;;;;;0;
Line12;1;NXT12;10;0;;;;;Variable;'43;101043;;;;;;;;;;;0;
Line12;1;NXT12;10;0;;;;;Variable;'44;101044;;;;;;;;;;;0;
Line12;1;NXT12;10;0;;;;;Variable;'45;101045;;;;;;;;;;;0;
Line12;1;NXT12;11;0;;;;;Variable;'01;111001;;;;;;;;;;;0;
Line12;1;NXT12;11;0;;;;;Variable;'02;111002;;;;;;;;;;;0;
Line12;1;NXT12;11;0;;;;;Variable;'03;111003;;;;;;;;;;;0;
Line12;1;NXT12;11;0;;;;;Variable;'04;111004;;;;;;;;;;;0;
Line12;1;NXT12;11;0;;;;;Variable;'05;111005;;;;;;;;;;;0;
Line12;1;NXT12;11;0;;;;;Variable;'06;111006;;;;;;;;;;;0;
Line12;1;NXT12;11;0;;;;;Variable;'07;111007;;;;;;;;;;;0;
Line12;1;NXT12;11;0;;;;;Variable;'08;111008;;;;;;;;;;;0;
Line12;1;NXT12;11;0;;;;;Variable;'09;111009;;;;;;;;;;;0;
Line12;1;NXT12;11;0;;;;;Variable;'10;111010;;;;;;;;;;;0;
Line12;1;NXT12;11;0;;;;;Variable;'11;111011;;;;;;;;;;;0;
Line12;1;NXT12;11;0;;;;;Variable;'12;111012;;;;;;;;;;;0;
Line12;1;NXT12;11;0;;;;;Variable;'13;111013;;;;;;;;;;;0;
Line12;1;NXT12;11;0;;;;;Variable;'14;111014;;;;;;;;;;;0;
Line12;1;NXT12;11;0;;;;;Variable;'15;111015;;;;;;;;;;;0;
Line12;1;NXT12;11;0;;;;;Variable;'16;111016;;;;;;;;;;;0;
Line12;1;NXT12;11;0;;;;;Variable;'17;111017;;;;;;;;;;;0;
Line12;1;NXT12;11;0;;;;;Variable;'18;111018;;;;;;;;;;;0;
Line12;1;NXT12;11;0;;;2303-24822C-2T1A;KT-2400-380;Fixed;'19;111019;C:\Users\pc\Desktop\DONGLE-DUAL;;;;;;;;;;;
Line12;1;NXT12;11;0;;;;;Variable;'20;111020;;;;;;;;;;;0;
Line12;1;NXT12;11;0;;;;;Variable;'21;111021;;;;;;;;;;;0;
Line12;1;NXT12;11;0;;;;;Variable;'22;111022;;;;;;;;;;;0;
Line12;1;NXT12;11;0;;;2613-B00008-108A;KT-3200-380;Fixed;'23;111023;C:\Users\pc\Desktop\DONGLE-DUAL;;;;;;;;;;;
Line12;1;NXT12;11;0;;;;;Variable;'24;111024;;;;;;;;;;;0;
Line12;1;NXT12;11;0;;;;;Variable;'25;111025;;;;;;;;;;;0;
Line12;1;NXT12;11;0;;;;;Variable;'26;111026;;;;;;;;;;;0;
Line12;1;NXT12;11;0;;;2703-110004-400E;KT-2400-380;Fixed;'27;111027;C:\Users\pc\Desktop\DONGLE-DUAL;;;;;;;;;;;
Line12;1;NXT12;11;0;;;;;Variable;'28;111028;;;;;;;;;;;0;
Line12;1;NXT12;11;0;;;;;Variable;'29;111029;;;;;;;;;;;0;
Line12;1;NXT12;11;0;;;;;Variable;'30;111030;;;;;;;;;;;0;
Line12;1;NXT12;11;0;;;;;Variable;'31;111031;;;;;;;;;;;0;
Line12;1;NXT12;11;0;;;;;Variable;'32;111032;;;;;;;;;;;0;
Line12;1;NXT12;11;0;;;;;Variable;'33;111033;;;;;;;;;;;0;
Line12;1;NXT12;11;0;;;;;Variable;'34;111034;;;;;;;;;;;0;
Line12;1;NXT12;11;0;;;;;Variable;'35;111035;;;;;;;;;;;0;
Line12;1;NXT12;11;0;;;;;Variable;'36;111036;;;;;;;;;;;0;
Line12;1;NXT12;11;0;;;;;Variable;'37;111037;;;;;;;;;;;0;
Line12;1;NXT12;11;0;;;;;Variable;'38;111038;;;;;;;;;;;0;
Line12;1;NXT12;11;0;;;;;Variable;'39;111039;;;;;;;;;;;0;
Line12;1;NXT12;11;0;;;;;Variable;'40;111040;;;;;;;;;;;0;
Line12;1;NXT12;11;0;;;;;Variable;'41;111041;;;;;;;;;;;0;
Line12;1;NXT12;11;0;;;;;Variable;'42;111042;;;;;;;;;;;0;
Line12;1;NXT12;11;0;;;;;Variable;'43;111043;;;;;;;;;;;0;
Line12;1;NXT12;11;0;;;;;Variable;'44;111044;;;;;;;;;;;0;
Line12;1;NXT12;11;0;;;;;Variable;'45;111045;;;;;;;;;;;0;
Line12;1;NXT12;12;0;;;;;Variable;'39;121039;;;;;;;;;;;0;
Line12;1;NXT12;12;0;;;;;Variable;'40;121040;;;;;;;;;;;0;
Line12;1;NXT12;12;0;;;;;Variable;'41;121041;;;;;;;;;;;0;
Line12;1;NXT12;12;0;;;;;Variable;'42;121042;;;;;;;;;;;0;
Line12;1;NXT12;12;0;;;;;Variable;'43;121043;;;;;;;;;;;0;
Line12;1;NXT12;12;0;;;;;Variable;'44;121044;;;;;;;;;;;0;
Line12;1;NXT12;12;0;;;;;Variable;'45;121045;;;;;;;;;;;0;
Line12;1;NXT12;12;0;;;1113-2002G0-402A;;Fixed;'A-01-01;121901;C:\Users\pc\Desktop\DONGLE-DUAL;;;;;;;;;;;
Line12;1;NXT12;12;0;;;1113-2002G0-402A;;Fixed;'A-01-02;121902;C:\Users\pc\Desktop\DONGLE-DUAL;;;;;;;;;;;
Line12;1;NXT12;12;0;;;1118-3032G0-E01A;;Fixed;'A-02-01;121903;C:\Users\pc\Desktop\DONGLE-DUAL;;;;;;;;;;;
Line12;1;NXT12;12;0;;;1118-3032G0-E01A;;Fixed;'A-02-02;121904;C:\Users\pc\Desktop\DONGLE-DUAL;;;;;;;;;;;
Line12;1;NXT12;12;0;;;1101-1905Y4-B01A;;Fixed;'A-03-01;121905;C:\Users\pc\Desktop\DONGLE-DUAL;;;;;;;;;;;
Line12;1;NXT12;12;0;;;1101-1905Y4-B01A;;Fixed;'A-03-02;121906;C:\Users\pc\Desktop\DONGLE-DUAL;;;;;;;;;;;
Line12;1;NXT12;12;0;;;3101-SD0059-CU0E;;Variable;'A-04-01;121907;C:\Users\pc\Desktop\DONGLE-DUAL;;;;;;;;;;;
Line12;1;NXT12;12;0;;;;;Variable;'A-04-02;121908;;;;;;;;;;;0;
Line12;1;NXT12;12;0;;;3101-SD0059-CU0E;;Variable;'A-05-01;121909;C:\Users\pc\Desktop\DONGLE-DUAL;;;;;;;;;;;
Line12;1;NXT12;12;0;;;;;Variable;'A-05-02;121910;;;;;;;;;;;0;
Line12;1;NXT12;12;0;;;3101-SD0059-CU0E;;Variable;'A-06-01;121911;C:\Users\pc\Desktop\DONGLE-DUAL;;;;;;;;;;;
Line12;1;NXT12;12;0;;;;;Variable;'A-06-02;121912;;;;;;;;;;;0;
Line12;1;NXT12;12;0;;;3101-SD0057-CU0E;;Variable;'A-07-01;121913;C:\Users\pc\Desktop\DONGLE-DUAL;;;;;;;;;;;
Line12;1;NXT12;12;0;;;;;Variable;'A-07-02;121914;;;;;;;;;;;0;
Line12;1;NXT12;12;0;;;3101-SD0059-CU0E;;Variable;'A-08-01;121915;C:\Users\pc\Desktop\DONGLE-DUAL;;;;;;;;;;;
Line12;1;NXT12;12;0;;;;;Variable;'A-08-02;121916;;;;;;;;;;;0;
Line12;1;NXT12;12;0;;;3101-SD0057-CU0E;;Variable;'A-09-01;121917;C:\Users\pc\Desktop\DONGLE-DUAL;;;;;;;;;;;
Line12;1;NXT12;12;0;;;;;Variable;'A-09-02;121918;;;;;;;;;;;0;
Line12;1;NXT12;12;0;;;3101-SD0059-CU0E;;Variable;'A-10-01;121919;C:\Users\pc\Desktop\DONGLE-DUAL;;;;;;;;;;;
Line12;1;NXT12;12;0;;;;;Variable;'A-10-02;121920;;;;;;;;;;;0;
Line12;1;NXT12;12;0;;;3101-SD0057-CU0E;;Variable;'A-11-01;121921;C:\Users\pc\Desktop\DONGLE-DUAL;;;;;;;;;;;
Line12;1;NXT12;12;0;;;;;Variable;'A-11-02;121922;;;;;;;;;;;0;
Line12;1;NXT12;12;0;;;3101-SD0059-CU0E;;Variable;'A-12-01;121923;C:\Users\pc\Desktop\DONGLE-DUAL;;;;;;;;;;;
Line12;1;NXT12;12;0;;;;;Variable;'A-12-02;121924;;;;;;;;;;;0;
Line12;1;NXT12;12;0;;;1113-2002G0-402A;;Fixed;'B-01-01;121925;C:\Users\pc\Desktop\DONGLE-DUAL;;;;;;;;;;;
Line12;1;NXT12;12;0;;;1113-2002G0-402A;;Fixed;'B-01-02;121926;C:\Users\pc\Desktop\DONGLE-DUAL;;;;;;;;;;;
Line12;1;NXT12;12;0;;;1118-3032G0-E01A;;Fixed;'B-02-01;121927;C:\Users\pc\Desktop\DONGLE-DUAL;;;;;;;;;;;
Line12;1;NXT12;12;0;;;1118-3032G0-E01A;;Fixed;'B-02-02;121928;C:\Users\pc\Desktop\DONGLE-DUAL;;;;;;;;;;;
Line12;1;NXT12;12;0;;;1101-1905Y4-B01A;;Fixed;'B-03-01;121929;C:\Users\pc\Desktop\DONGLE-DUAL;;;;;;;;;;;
Line12;1;NXT12;12;0;;;1101-1905Y4-B01A;;Fixed;'B-03-02;121930;C:\Users\pc\Desktop\DONGLE-DUAL;;;;;;;;;;;
Line12;1;NXT12;12;0;;;3101-SD0059-CU0E;;Variable;'B-04-01;121931;C:\Users\pc\Desktop\DONGLE-DUAL;;;;;;;;;;;
Line12;1;NXT12;12;0;;;;;Variable;'B-04-02;121932;;;;;;;;;;;0;
Line12;1;NXT12;12;0;;;3101-SD0057-CU0E;;Variable;'B-05-01;121933;C:\Users\pc\Desktop\DONGLE-DUAL;;;;;;;;;;;
Line12;1;NXT12;12;0;;;;;Variable;'B-05-02;121934;;;;;;;;;;;0;
Line12;1;NXT12;12;0;;;3101-SD0059-CU0E;;Variable;'B-06-01;121935;C:\Users\pc\Desktop\DONGLE-DUAL;;;;;;;;;;;
Line12;1;NXT12;12;0;;;;;Variable;'B-06-02;121936;;;;;;;;;;;0;
Line12;1;NXT12;12;0;;;3101-SD0057-CU0E;;Variable;'B-07-01;121937;C:\Users\pc\Desktop\DONGLE-DUAL;;;;;;;;;;;
Line12;1;NXT12;12;0;;;;;Variable;'B-07-02;121938;;;;;;;;;;;0;
Line12;1;NXT12;12;0;;;3101-SD0059-CU0E;;Variable;'B-08-01;121939;C:\Users\pc\Desktop\DONGLE-DUAL;;;;;;;;;;;
Line12;1;NXT12;12;0;;;;;Variable;'B-08-02;121940;;;;;;;;;;;0;
Line12;1;NXT12;12;0;;;3101-SD0057-CU0E;;Variable;'B-09-01;121941;C:\Users\pc\Desktop\DONGLE-DUAL;;;;;;;;;;;
Line12;1;NXT12;12;0;;;;;Variable;'B-09-02;121942;;;;;;;;;;;0;
Line12;1;NXT12;12;0;;;3101-SD0059-CU0E;;Variable;'B-10-01;121943;C:\Users\pc\Desktop\DONGLE-DUAL;;;;;;;;;;;
Line12;1;NXT12;12;0;;;;;Variable;'B-10-02;121944;;;;;;;;;;;0;
Line12;1;NXT12;12;0;;;3101-SD0057-CU0E;;Variable;'B-11-01;121945;C:\Users\pc\Desktop\DONGLE-DUAL;;;;;;;;;;;
Line12;1;NXT12;12;0;;;;;Variable;'B-11-02;121946;;;;;;;;;;;0;
Line12;1;NXT12;12;0;;;3101-SD0059-CU0E;;Variable;'B-12-01;121947;C:\Users\pc\Desktop\DONGLE-DUAL;;;;;;;;;;;
Line12;1;NXT12;12;0;;;;;Variable;'B-12-02;121948;;;;;;;;;;;0;
TotalSlots;PlacedParts;;;;;;;;;;;;;;;;;;;;;;
550,110;;;;;;;;;;;;;;;;;;;;;;;
